estacion,fecha,obs_temp,n_horas_validas
Belisario,2007-03-03,15.415,24
Belisario,2007-03-04,14.6408333333333,24
Belisario,2007-03-05,14.015,24
Belisario,2007-03-06,14.70625,24
Belisario,2007-03-07,14.8116666666667,24
Belisario,2007-03-08,14.6395833333333,24
Belisario,2007-03-09,15.1220833333333,24
Belisario,2007-03-10,13.8225,24
Belisario,2007-03-11,14.2254166666667,24
Belisario,2007-03-12,14.025,24
Belisario,2007-03-13,13.605,24
Belisario,2007-03-14,11.7675,24
Belisario,2007-03-15,13.6813043478261,23
Belisario,2007-03-16,13.4908333333333,24
Belisario,2007-03-17,13.41,24
Belisario,2007-03-18,14.11,24
Belisario,2007-03-19,14.6270833333333,24
Belisario,2007-03-20,15.1895833333333,24
Belisario,2007-03-21,14.72125,24
Belisario,2007-03-22,13.0591666666667,24
Belisario,2007-03-23,12.84375,24
Belisario,2007-03-24,14.1695652173913,23
Belisario,2007-03-25,14.5945833333333,24
Belisario,2007-03-26,13.9254166666667,24
Belisario,2007-03-27,13.2258333333333,24
Belisario,2007-03-28,13.5975,24
Belisario,2007-03-29,13.86,24
Belisario,2007-03-30,15.01,24
Belisario,2007-03-31,14.0608333333333,24
Belisario,2007-04-01,15.3345833333333,24
Belisario,2007-04-02,14.0904166666667,24
Belisario,2007-04-03,13.4690909090909,22
Belisario,2007-04-04,13.8679166666667,24
Belisario,2007-04-05,14.4075,24
Belisario,2007-04-06,13.7995833333333,24
Belisario,2007-04-07,14.75375,24
Belisario,2007-04-08,13.3375,24
Belisario,2007-04-09,14.0620833333333,24
Belisario,2007-04-10,13.4825,24
Belisario,2007-04-11,14.2658333333333,24
Belisario,2007-04-12,14.53,24
Belisario,2007-04-13,14.0233333333333,24
Belisario,2007-04-14,14.4045833333333,24
Belisario,2007-04-15,15.23875,24
Belisario,2007-04-16,14.54625,24
Belisario,2007-04-17,12.7936363636364,22
Belisario,2007-04-18,14.3304166666667,24
Belisario,2007-04-19,12.02625,24
Belisario,2007-04-20,12.6833333333333,24
Belisario,2007-04-21,12.4558333333333,24
Belisario,2007-04-22,14.1245833333333,24
Belisario,2007-04-23,13.1445833333333,24
Belisario,2007-04-24,12.5425,24
Belisario,2007-04-25,12.3191666666667,24
Belisario,2007-04-26,12.5591666666667,24
Belisario,2007-04-27,13.56625,24
Belisario,2007-04-29,13.1858333333333,24
Belisario,2007-04-30,12.6154166666667,24
Belisario,2007-05-01,13.33375,24
Belisario,2007-05-02,14.31875,24
Belisario,2007-05-03,14.0179166666667,24
Belisario,2007-05-04,13.3425,24
Belisario,2007-05-05,14.6508333333333,24
Belisario,2007-05-06,14.18875,24
Belisario,2007-05-07,13.7870833333333,24
Belisario,2007-05-08,14.21625,24
Belisario,2007-05-09,14.7379166666667,24
Belisario,2007-05-10,14.5354166666667,24
Belisario,2007-05-11,15.3458333333333,24
Belisario,2007-05-12,15.5479166666667,24
Belisario,2007-05-13,15.5445833333333,24
Belisario,2007-05-14,15.1979166666667,24
Belisario,2007-05-15,14.94625,24
Belisario,2007-05-16,15.2625,24
Belisario,2007-05-17,12.86125,24
Belisario,2007-05-18,13.6416666666667,24
Belisario,2007-05-19,14.2258333333333,24
Belisario,2007-05-20,12.2504166666667,24
Belisario,2007-05-21,12.2566666666667,24
Belisario,2007-05-22,14.2704166666667,24
Belisario,2007-05-23,13.5383333333333,24
Belisario,2007-05-24,14.3691666666667,24
Belisario,2007-05-25,12.727083333333301,24
Belisario,2007-05-26,13.1479166666667,24
Belisario,2007-05-27,13.4591666666667,24
Belisario,2007-05-28,13.3213043478261,23
Belisario,2007-05-29,14.1125,24
Belisario,2007-05-30,12.3779166666667,24
Belisario,2007-05-31,11.8604166666667,24
Belisario,2007-06-01,12.02375,24
