estacion,fecha,obs_temp,n_horas_validas,era5_temp,merra2_temp
Carapungo,2014-02-23,13.8104166666667,24,14.431799166666693,17.032149208333355
Carapungo,2014-02-24,13.8695833333333,24,14.60044958333336,17.31210729166669
Carapungo,2014-02-25,14.4804166666667,24,14.751133750000022,16.469423000000024
Carapungo,2014-02-26,15.5,24,15.245437083333355,17.363853750000022
Carapungo,2014-02-27,13.60125,24,14.500642916666688,16.668712833333355
Carapungo,2014-02-28,13.8945833333333,24,14.770459583333356,17.050447083333363
Carapungo,2014-03-01,14.1688888888889,18,13.936240833333358,16.692819291666687
Carapungo,2014-03-06,14.1820833333333,24,14.467999583333352,17.201726458333354
Carapungo,2014-03-07,14.65125,24,14.695504166666693,16.710009541666693
Carapungo,2014-03-08,13.8958333333333,24,14.171664583333357,16.475895166666692
Carapungo,2014-03-09,12.62125,24,13.814725833333354,16.18224358333336
Carapungo,2014-03-10,14.4575,24,13.80263625000002,16.68150987500002
Carapungo,2014-03-11,13.7927272727273,22,14.132830000000023,16.54500854166669
Carapungo,2014-03-12,14.1629166666667,24,14.520025833333357,16.58433691666669
Carapungo,2014-03-13,14.6741666666667,24,14.448709166666688,16.82824350000002
Carapungo,2014-03-14,14.7516666666667,24,14.386137083333354,17.689279125000017
Carapungo,2014-03-15,13.852083333333301,24,13.993082500000025,16.45418433333335
Carapungo,2014-03-16,14.2241666666667,24,14.294665000000029,17.334202166666696
Carapungo,2014-03-17,13.72,24,14.592863750000022,16.99939241666669
Carapungo,2014-03-18,13.9975,24,14.517800416666688,17.06884650000002
Carapungo,2014-03-19,14.2745833333333,24,15.180633333333365,18.13934345833336
Carapungo,2014-03-20,14.0991666666667,24,15.222023750000025,17.704461750000018
Carapungo,2014-03-21,13.8941666666667,24,14.624552916666683,16.778011500000023
Carapungo,2014-03-22,14.9616666666667,24,14.663250416666692,17.857606541666694
Carapungo,2014-03-23,15.5670833333333,24,15.827207083333356,17.925921375000023
Carapungo,2014-03-24,14.32125,24,14.231034583333354,17.40752441666669
Carapungo,2014-03-25,14.24625,24,13.90514208333336,17.791432875000023
Carapungo,2014-03-26,14.6933333333333,24,14.302909583333358,17.817681958333353
Carapungo,2014-03-27,15.6375,24,15.094978333333357,18.16860479166669
Carapungo,2014-03-28,15.7075,24,14.931850000000018,18.18697383333336
Carapungo,2014-03-29,15.4208333333333,24,14.429861250000023,17.92939650000002
Carapungo,2014-03-30,13.43875,24,14.088855416666684,17.592852500000024
Carapungo,2014-03-31,15.08125,24,13.953221666666693,17.842954291666693
Carapungo,2014-04-01,15.83625,24,15.090790416666684,18.472072875000016
Carapungo,2014-04-02,15.1470833333333,24,14.832589583333354,17.60314712500002
Carapungo,2014-04-03,15.2129166666667,24,15.166781666666692,17.76428500000002
Carapungo,2014-04-04,15.3425,24,14.77820000000002,18.100888875000024
Carapungo,2014-04-05,15.9339130434783,23,15.925952916666692,18.577321625000017
Carapungo,2014-04-06,16.1045833333333,24,16.338345416666684,18.50589908333335
Carapungo,2014-04-07,15.2479166666667,24,16.135913750000025,18.79066616666669
Carapungo,2014-04-08,15.1883333333333,24,15.399128750000024,18.32493504166669
Carapungo,2014-04-09,15.1591666666667,24,15.054215000000022,18.270039000000025
