n,RMSE,MAE,Bias,Cor_Pearson,Cor_Spearman,producto
33850,2.035560110427084,1.6166447545925526,-1.1095986081399978,0.23998232038561965,0.17870392726695902,ERA5
33850,3.9848853024263717,3.552442815671365,0.3623747663007113,-0.4548795832529911,-0.3280112038225187,MERRA2
