"","estacion","fecha","temp_media_diaria","n_horas_validas"
"429","Belisario",2005-03-18,13.7741666666667,24
"430","Belisario",2005-03-19,13.9491666666667,24
"431","Belisario",2005-03-20,12.3579166666667,24
"432","Belisario",2005-03-21,14.2133333333333,24
"433","Belisario",2005-03-22,14.9034782608696,23
"434","Belisario",2005-03-23,14.7804347826087,23
"435","Belisario",2005-03-24,14.4679166666667,24
"436","Belisario",2005-03-25,14.0729166666667,24
"437","Belisario",2005-03-26,13.5283333333333,24
"438","Belisario",2005-03-27,13.0358333333333,24
"439","Belisario",2005-03-28,14.1783333333333,24
"440","Belisario",2005-03-29,12.935,24
"441","Belisario",2005-03-30,13.5708333333333,24
"442","Belisario",2005-03-31,13.2304347826087,23
"443","Belisario",2005-04-01,14.3054166666667,24
"444","Belisario",2005-04-02,14.6045833333333,24
"445","Belisario",2005-04-03,14.06875,24
"446","Belisario",2005-04-04,16.0720833333333,24
"447","Belisario",2005-04-05,14.4441666666667,24
"448","Belisario",2005-04-06,14.3745833333333,24
"449","Belisario",2005-04-07,14.3478260869565,23
"450","Belisario",2005-04-08,14.48875,24
"451","Belisario",2005-04-09,14.89,24
"452","Belisario",2005-04-10,15.00125,24
"453","Belisario",2005-04-11,14.8183333333333,24
"454","Belisario",2005-04-12,15.7991666666667,24
"455","Belisario",2005-04-13,15.5766666666667,24
"456","Belisario",2005-04-14,16.1170833333333,24
"457","Belisario",2005-04-15,16.6504545454545,22
"458","Belisario",2005-04-16,16.1129166666667,24
"459","Belisario",2005-04-17,15.32625,24
"460","Belisario",2005-04-18,15.1304166666667,24
"461","Belisario",2005-04-19,15.6129166666667,24
"462","Belisario",2005-04-20,13.2070833333333,24
"463","Belisario",2005-04-21,12.0858333333333,24
"464","Belisario",2005-04-22,14.6366666666667,24
"465","Belisario",2005-04-23,13.4945833333333,24
"466","Belisario",2005-04-24,14.0945833333333,24
"467","Belisario",2005-04-25,12.8616666666667,24
"468","Belisario",2005-04-26,13.9154166666667,24
"469","Belisario",2005-04-27,13.7058333333333,24
"470","Belisario",2005-04-28,13.2879166666667,24
"471","Belisario",2005-04-29,12.6558333333333,24
"472","Belisario",2005-04-30,13.2041666666667,24
"473","Belisario",2005-05-01,14.5566666666667,24
"474","Belisario",2005-05-02,12.91625,24
"475","Belisario",2005-05-03,13.065,24
"476","Belisario",2005-05-04,13.5308333333333,24
"477","Belisario",2005-05-05,12.4329166666667,24
"478","Belisario",2005-05-06,14.2091666666667,24
"479","Belisario",2005-05-07,15.0608333333333,24
"480","Belisario",2005-05-08,14.9958333333333,24
"481","Belisario",2005-05-09,14.6661904761905,21
"482","Belisario",2005-05-10,16.6466666666667,24
"483","Belisario",2005-05-11,17.5520833333333,24
"484","Belisario",2005-05-12,16.2891666666667,24
"485","Belisario",2005-05-13,15.2945833333333,24
"486","Belisario",2005-05-14,13.235,24
"487","Belisario",2005-05-15,14.19875,24
"488","Belisario",2005-05-16,13.9291666666667,24
"489","Belisario",2005-05-17,13.0316666666667,24
"490","Belisario",2005-05-18,14.4083333333333,24
"491","Belisario",2005-05-19,13.5070833333333,24
"492","Belisario",2005-05-20,14.15125,24
"493","Belisario",2005-05-21,14.6720833333333,24
"494","Belisario",2005-05-22,13.83625,24
"495","Belisario",2005-05-23,12.0920833333333,24
"496","Belisario",2005-05-24,14.1858333333333,24
"497","Belisario",2005-05-25,13.8775,24
"498","Belisario",2005-05-26,13.2404166666667,24
"499","Belisario",2005-05-27,14.685,24
"500","Belisario",2005-05-28,15.1708333333333,24
"501","Belisario",2005-05-29,15.875,24
"502","Belisario",2005-05-30,15.4945833333333,24
"503","Belisario",2005-05-31,14.6491666666667,24
"504","Belisario",2005-06-01,13.54,24
"505","Belisario",2005-06-02,13.2941666666667,24
"506","Belisario",2005-06-03,14.4404166666667,24
"507","Belisario",2005-06-04,14.7908333333333,24
"508","Belisario",2005-06-05,13.3208333333333,24
"509","Belisario",2005-06-06,12.9736363636364,22
"510","Belisario",2005-06-07,14.3645833333333,24
"511","Belisario",2005-06-08,14.7554166666667,24
"512","Belisario",2005-06-09,14.76125,24
"513","Belisario",2005-06-10,13.5275,24
"514","Belisario",2005-06-11,13.6820833333333,24
"515","Belisario",2005-06-12,14.6645833333333,24
"516","Belisario",2005-06-13,14.2816666666667,24
"517","Belisario",2005-06-14,14.5608333333333,24
"518","Belisario",2005-06-15,15.1775,24
"519","Belisario",2005-06-16,15.70875,24
"520","Belisario",2005-06-17,15.58125,24
"521","Belisario",2005-06-18,14.8091666666667,24
"522","Belisario",2005-06-19,15.27125,24
"523","Belisario",2005-06-20,14.9291666666667,24
"524","Belisario",2005-06-21,14.3329166666667,24
"525","Belisario",2005-06-22,13.9766666666667,24
"526","Belisario",2005-06-23,14.3083333333333,24
"527","Belisario",2005-06-24,14.52,24
"528","Belisario",2005-06-25,14.2058333333333,24
"529","Belisario",2005-06-26,14.8104166666667,24
"530","Belisario",2005-06-27,12.7320833333333,24
"531","Belisario",2005-06-28,12.8991666666667,24
"532","Belisario",2005-06-29,11.4970833333333,24
"533","Belisario",2005-06-30,13.2354166666667,24
"534","Belisario",2005-07-01,14.1470833333333,24
"535","Belisario",2005-07-02,13.9491666666667,24
"536","Belisario",2005-07-03,13.9741666666667,24
"537","Belisario",2005-07-04,13.2145454545455,22
"538","Belisario",2005-07-05,14.1016666666667,24
"539","Belisario",2005-07-06,14.6316666666667,24
"540","Belisario",2005-07-07,14.5558333333333,24
"541","Belisario",2005-07-08,14.5645833333333,24
"542","Belisario",2005-07-09,15.235,24
"543","Belisario",2005-07-10,14.5195833333333,24
"544","Belisario",2005-07-11,14.3033333333333,24
"545","Belisario",2005-07-12,13.3541666666667,24
"546","Belisario",2005-07-13,13.0725,24
"547","Belisario",2005-07-14,12.6508333333333,24
"548","Belisario",2005-07-15,13.4716666666667,24
"549","Belisario",2005-07-16,14.8908333333333,24
"550","Belisario",2005-07-17,15.4195833333333,24
"551","Belisario",2005-07-18,14.8079166666667,24
"552","Belisario",2005-07-19,13.1770833333333,24
"553","Belisario",2005-07-20,14.3375,24
"554","Belisario",2005-07-21,14.6383333333333,24
"555","Belisario",2005-07-22,14.4479166666667,24
"556","Belisario",2005-07-23,14.8179166666667,24
"557","Belisario",2005-07-24,15.6554166666667,24
"558","Belisario",2005-07-25,15.5516666666667,24
"559","Belisario",2005-07-26,16.1595833333333,24
"560","Belisario",2005-07-27,15.5983333333333,24
"561","Belisario",2005-07-28,14.67625,24
"562","Belisario",2005-07-29,14.445,24
"563","Belisario",2005-07-30,14.845,24
"564","Belisario",2005-07-31,14.6729166666667,24
"565","Belisario",2005-08-01,15.2425,24
"566","Belisario",2005-08-02,15.57125,24
"567","Belisario",2005-08-03,15.5066666666667,24
"568","Belisario",2005-08-04,15.6266666666667,24
"569","Belisario",2005-08-05,15.0154545454545,22
"570","Belisario",2005-08-06,15.75375,24
"571","Belisario",2005-08-07,16.31375,24
"572","Belisario",2005-08-08,15.3354166666667,24
"573","Belisario",2005-08-09,14.3954166666667,24
"574","Belisario",2005-08-10,15.105,24
"575","Belisario",2005-08-11,15.105,24
"576","Belisario",2005-08-12,14.3341666666667,24
"577","Belisario",2005-08-13,13.6504166666667,24
"578","Belisario",2005-08-14,14.2854166666667,24
"579","Belisario",2005-08-15,15.0845833333333,24
